00:00:00.000,00:00:03.000,"Empresses in the Palace—the Legend of Zhen Huan
Adapted from the novel by Liu Lian Zi",00:00:00.000,00:00:02.990,"Empresses in the Palace—the Legend of Zhen Huan
Adapted from the novel by Liu Lian Zi"
00:00:03.000,00:00:09.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:00:02.990,00:00:08.990,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
https://magpiebridgebrigade.cn
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组"
00:00:09.000,00:00:11.000,Theme: Unfortunate Love,00:00:08.990,00:00:10.990,Theme: Unfortunate Love
00:00:13.000,00:00:37.000,"Perturbed by the thoughts on my mind
no matter how hard I try to sever my love.",00:00:13.390,00:00:35.927,"I can cut a thousand strands of hair
but I cannot sever the tangled threads of my mind."
00:00:37.000,00:00:47.000,"I could give away my crown for the beauty by my side,",00:00:35.927,00:00:46.990,"Bowing with my hands clasped, I give away my throne.
Lowering my head, devoted to the beauty by my side."
00:00:48.000,00:00:59.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:00:47.648,00:00:58.990,"The wheel of fate turns, granting blessings or misfortune.
Will it be destiny’s trial or reward?"
00:00:59.000,00:01:11.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:00:58.990,00:01:10.534,"Heaven’s will cannot be known,
weaving together weals and woes."
00:01:11.000,00:01:22.000,"For the lovers of all time,
who can break the spell of romance?",00:01:10.724,00:01:21.990,"For lovers caught in eternal time,
who can break the spell of romance?"
00:01:22.000,00:01:34.000,"I could give away my crown for the beauty by my side,",00:01:21.990,00:01:33.990,"Bowing with my hands clasped, I give away my throne.
Lowering my head, devoted to the beauty by my side."
00:01:34.000,00:01:41.000,"but the wheel of fortune turns weals into woes,
and woes into weals.",00:01:33.990,00:01:40.990,"The wheel of fate turns, granting blessings or misfortune.
Will it be destiny’s trial or reward?"
00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:01:44.838,00:01:55.838,"Heaven’s will cannot be known,
weaving together weals and woes."
00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?",00:01:55.838,00:02:07.023,"For lovers caught in eternal time,
who can break the spell of romance?"
00:02:08.000,00:02:17.000,Who can break the spell of romance?,00:02:07.500,00:02:16.990,Who can break the spell of romance?
00:02:17.000,00:02:22.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:02:16.990,00:02:20.707,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
https://magpiebridgebrigade.cn
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组"
00:02:24.640,00:02:26.510,禀娘娘 已经割了静白的舌头,00:02:24.630,00:02:26.877,"Your Highness, Jingbai's tongue has been cut out."
00:02:27.060,00:02:28.050,赏给瓜尔佳氏,00:02:27.050,00:02:28.467,Reward it to Gūwalgiya.
00:02:28.850,00:02:29.390,嘛,00:02:28.840,00:02:29.581,Aye.
00:02:30.310,00:02:31.220,多一条舌头,00:02:30.300,00:02:31.544,Having this tongue
00:02:31.900,00:02:33.930,她就知道如何管好自己的舌头了,00:02:31.890,00:02:34.054,will teach her to manage her own.
00:02:34.780,00:02:36.230,你好狠毒的心,00:02:34.770,00:02:36.634,What a vicious heart you have!
00:02:37.150,00:02:38.610,还得多谢安嫔的法子,00:02:37.140,00:02:38.904,I owe this idea to Concubine An.
00:02:43.530,00:02:44.320,温实初,00:02:43.520,00:02:44.467,Wen Shichu!
00:02:47.790,00:02:49.450,即便贱人与你没有私情,00:02:47.780,00:02:49.740,"Even if this wretch doesn't have secret feelings for you,"
00:02:49.750,00:02:50.160,你敢赌咒,,,
00:02:50.460,00:02:51.870,你对贱人就没有一点私心吗,00:02:49.740,00:02:52.101,"Do you swear you don't hold feelings
in your heart for her?"
00:02:52.330,00:02:53.320,你敢不敢拿你的家族,00:02:52.320,00:02:54.359,Do you dare swear on your clan and parents
00:02:53.670,00:02:54.580,你的父母起誓,,,
00:02:54.960,00:02:55.580,你对皇上的女人,,,
00:02:55.880,00:02:57.290,就没有半分不轨之情吗,00:02:54.359,00:02:58.121,"that you have no aberrant feelings
for this concubine of His Majesty?"
