00:00:01.440,00:00:03.030,你看西方的民主也不太一样,00:00:01.080,00:00:03.080,Western democratic institutions are different.
00:00:03.031,00:00:06.270,美式民主和英式的和欧洲当时的国家其实都很形式,00:00:03.080,00:00:06.780,"Democratic institutions in the US, UK, and most European countries have taken different forms."
00:00:06.271,00:00:07.170,也不一样的,,,
00:00:07.171,00:00:08.790,就不管哪一种表现形式,,,
00:00:08.791,00:00:10.200,里面民族成份无过于,,,
00:00:10.201,00:00:15.360,就是把大家的免疫力能够更有效地反映到我们的政府执政的工作东西,00:00:07.160,00:00:15.620,"All forms, though, aim to effectively represent the people's will in the governance of their government."
00:00:15.361,00:00:16.770,我们网民老说,,,
00:00:16.771,00:00:19.080,在这个网络上是个泄愤的地方怎么样,00:00:15.780,00:00:18.805,"Chinese cyber citizens (""netizens"") has always described the Internet as a place for people to vent their anger."
00:00:19.081,00:00:22.500,可是你知不知道你所有的这些舆论啊,00:00:18.805,00:00:25.020,But are they aware that our government officials actually pay attention to all their comments?
00:00:22.501,00:00:23.430,我们的政府,,,
00:00:23.431,00:00:23.760,我们的,,,
00:00:23.761,00:00:24.540,负责的官员,,,
00:00:24.541,00:00:26.130,他会关注这个,00:00:25.520,00:00:28.760,"In contrast, the ""yellow vest"" movement in France"
00:00:26.131,00:00:31.770,而我们反观在法国这个黄马甲运动走到了今天至少是141516周的,00:00:28.760,00:00:31.720,"up till now, has already been ongoing for 16 weeks."
00:00:31.771,00:00:32.820,这种活动,,,
00:00:32.821,00:00:35.430,你会发现民众最抱怨的是我们说话,00:00:31.720,00:00:36.420,You will find what people complain most is that the government doesn't listen to the public.
00:00:35.431,00:00:41.280,他们不听政府就当看不见的英语有个词叫做放手就说一个政府,00:00:36.660,00:00:38.355,The government turns a blind eye to them.
00:00:41.281,00:00:42.660,不管是怎么形式,00:00:38.360,00:00:39.880,"There is a word called ""responsive""."
00:00:42.661,00:00:47.100,这个乡村政府他是不是对名字呼应民众的要求有呼应啊,00:00:39.880,00:00:45.420,"It is used to describe whether the government responds to people's needs,"
,,,00:00:45.560,00:00:47.120,regardless of the way it exercises its power.
00:00:47.101,00:00:49.500,他这个美国制度概念设计非常好说,00:00:47.300,00:00:49.300,The US election system is well designed.
00:00:49.501,00:00:50.370,哪个大学美,,,
00:00:50.371,00:00:51.840,每次四年大选一下,00:00:49.300,00:00:51.680,"For example, a president is elected every four years."
00:00:51.841,00:00:53.640,多少承诺是落实了的,00:00:51.680,00:00:54.580,"But how many promises, to what extent has the former one realized?"
00:00:53.641,00:00:55.020,落实到什么程度,,,
00:00:55.021,00:00:56.460,特朗普投票支持特朗普,00:00:54.760,00:00:56.860,"During the election campaigns,"
00:00:56.461,00:01:00.600,那个之前说是承诺要修美墨边境墙说一定要让墨西哥人掏钱,00:00:56.865,00:01:00.920,Trump promised to force Mexico pay for the to-be-built Mexico border wall.
00:01:00.601,00:01:03.570,现在还不是美国人自己掏钱,00:01:01.100,00:01:02.920,"But in reality, the Americans are the ones paying for it now."
00:01:03.571,00:01:09.990,倩倩首先是洞洞的国家紧急法案正式宣布紧急状态,00:01:03.240,00:01:08.640,"And he even declared a national emergency to build the wall, avoiding legal proceedings."
00:01:09.991,00:01:14.130,所以那种形式的民主制度更改路径,00:01:09.420,00:01:15.620,"So as Luojun mentioned, that kind of democracy is designed to be flowery."
00:01:14.131,00:01:15.840,制作设计很漂亮,,,
00:01:15.841,00:01:18.540,你可以尽情的发表你的观点,00:01:16.200,00:01:19.000,"In that democracy, you can express your views freely."
00:01:18.541,00:01:20.640,可是我有个厅的自由,00:01:19.000,00:01:21.000,"However, the government can choose to listen or not."
00:01:20.641,00:01:23.370,你会想象这样的情况在我们这里发什么,00:01:21.000,00:01:23.203,Can you imagine such things happening in China?
00:01:23.371,00:01:24.840,这是不可能,00:01:23.203,00:01:24.000,It is impossible.
00:01:24.841,00:01:26.910,如果明晚有这么强烈的批评的声音,00:01:24.160,00:01:26.273,"If people are criticizing the government strongly,"
00:01:26.911,00:01:29.310,我想相关的官员肯定很快就行动起来,00:01:26.273,00:01:29.020,our government will definitely deal with it in a very short time.
,,,00:01:29.220,00:01:29.780,Right.
00:01:29.311,00:01:31.530,是我觉得我卖个一两天就被骂了,00:01:29.860,00:01:32.220,"If you're too slow to respond even by a day or two, you will be badly scolded."
00:01:31.531,00:01:34.620,我觉得他这个之所以会回应的快,00:01:32.380,00:01:35.320,The key reason why our government responds quickly is that
00:01:34.621,00:01:36.840,关键的出发点还是他很在意,,,
00:01:36.841,00:01:38.130,在他在意你,00:01:35.500,00:01:38.200,they really cares about its people's opinions.
00:01:38.131,00:01:40.530,你也得看刚才大家举了美国的例子,00:01:38.320,00:01:41.660,"Just now, you took the example of the US, France and maybe other countries."
00:01:40.531,00:01:41.250,举了法国看看,,,
00:01:41.251,00:01:46.050,还有其他国家就是我们通常可能以往啊,00:01:41.860,00:01:47.260,"Usually, we may simply just say this is a good system."
00:01:46.051,00:01:48.030,大家会哎还是这个号,,,
00:01:48.031,00:01:48.480,然后呢,,,
00:01:48.481,00:01:49.740,我们就忘了去观察,00:01:47.400,00:01:49.860,"But in actuality, we forget to look closely at the system."
00:01:49.741,00:01:52.200,其实他在具体的运作当中,,,
00:01:52.201,00:01:56.250,它本身碰到的这种障碍产生了这种状况,00:01:50.000,00:01:55.720,There are barriers to the implementation and may cause further problems.
00:01:56.251,00:01:59.610,但其实我们是要静下心来去看的那几张老师,00:01:56.080,00:01:58.520,We should reflect on the system carefully.
00:01:59.611,00:02:01.470,我们中国的民主的实现,00:01:58.520,00:02:01.980,"In this episode, Prof.Zhang will answer the question of how to practice democracy in China?"
00:02:01.471,00:02:04.020,其实这不是我们中国人自己的命题,00:02:01.980,00:02:04.945,"Actually, this is not a question only for China, but for the whole world."
