00:00:02.720,00:00:05.440,我记得当年台湾刚开始,00:00:02.720,00:00:07.120,I remember when Taiwan started the so-called Democratization process
00:00:05.440,00:00:07.120,所谓民主转型的时候,,,
00:00:07.120,00:00:08.840,美国不少的政治人物,,,
00:00:08.880,00:00:10.240,都说台湾民主,00:00:07.120,00:00:12.820,"Many American politicians said that Taiwan’s democracy
would be a beacon for mainland China."
00:00:10.240,00:00:10.800,能够成为,,,
00:00:10.800,00:00:12.840,照亮中国大陆的灯塔,,,
00:00:13.200,00:00:14.280,所谓的,,,
00:00:14.400,00:00:16.680,口口声声台湾讲的民主,00:00:13.200,00:00:16.200,"Compared to what they keep claiming,
the thing they do not tell you is"
00:00:16.760,00:00:17.880,他都不告诉你,00:00:16.200,00:00:19.520,the so-called Taiwan style democracy can be manipulated.
00:00:17.880,00:00:19.680,民主是可以操控与,,,
00:00:19.720,00:00:21.800,与台独势力相比,,,
00:00:21.800,00:00:22.880,港独势力有,00:00:19.720,00:00:23.940,What is the difference between the Taiwan separatists and the Hong Kong separatists?
00:00:22.920,00:00:23.760,相同点和,,,
00:00:24.080,00:00:25.680,这就是中国,,,
00:00:25.800,00:00:27.720,请张维为说,00:00:24.080,00:00:27.580,China Now with Zhang Weiwei
,,,00:00:27.580,00:00:33.140,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
Twitter/FB/IG @BrigadeMagpie 微信公众号/微博: 鹊桥小队翻译组"
00:00:33.320,00:00:33.840,大家好,,,
00:00:33.840,00:00:34.720,欢迎大家来到,00:00:33.320,00:00:35.540,Hello everyone! Welcome to China Now!
00:00:34.720,00:00:35.560,这就是中国,,,
00:00:35.600,00:00:36.960,让我们一起在这里定位,,,
00:00:36.960,00:00:37.400,中国,00:00:35.600,00:00:38.880,"We are here to position China, and understand China!"
00:00:37.440,00:00:39.040,也读懂中国,,,
00:00:39.160,00:00:39.880,大家都知道,,,
00:00:39.880,00:00:40.680,2020年,,,
00:00:40.760,00:00:41.840,中国的台湾地区,00:00:39.160,00:00:43.940,"We know that the Taiwan area of China will hold
a local leader election in 2020."
00:00:41.840,00:00:44.200,即将展开地区领导人的选举,,,
00:00:44.200,00:00:46.080,那么对于台湾岛内的政治生态,,,
00:00:46.080,00:00:47.240,以及民生民意,00:00:44.220,00:00:49.100,"We closely follow the political ecology, people's livelihood, and public opinion on Taiwan Island."
00:00:47.240,00:00:49.480,其实我们也都有着强烈的关注,,,
00:00:49.520,00:00:51.280,今天我们在现场就请到了,,,
00:00:51.280,00:00:51.880,复旦大学,00:00:49.380,00:00:53.420,"Today we invited Professor Zhang Weiwei, Director of the China Institute of Fudan University."
00:00:51.880,00:00:53.040,中国研究院的院长,,,
00:00:53.040,00:00:54.040,张维为教授,,,
00:00:54.040,00:00:55.760,还有来自中国台湾地区的,,,
00:00:55.760,00:00:57.280,著名的政治评论员,00:00:54.040,00:00:58.360,"And Ms. Huang Zhixian, a well-known political commentator from Taiwan."
00:00:57.280,00:00:58.360,黄智贤女士,,,
00:00:58.360,00:01:00.320,我们一起来讨论相关的话题,00:00:58.360,00:01:00.320,We will discuss this topic together.
00:01:00.440,00:01:02.360,接下来张老师先说两句,00:01:00.440,00:01:02.760,"Now, I'll give the stage to Professor Zhang for an opening remark."
00:01:03.040,00:01:05.520,非常欢迎黄老师,00:01:03.040,00:01:06.980,I am very glad to have Ms. Huang here in our program.
00:01:05.560,00:01:07.120,参加我们这个节目,,,
00:01:07.320,00:01:09.040,那么大家知道,,,
00:01:09.400,00:01:10.080,黄老师,,,
00:01:10.080,00:01:14.200,是台湾的一个知名的媒体人,00:01:07.320,00:01:14.200,So as we all know that Ms. Huang is a well-known media personality in Taiwan
00:01:14.440,00:01:17.360,支持祖国统一支持一国两制,00:01:14.440,00:01:17.360,"She supports the unification of our country,
and the ‘one country two systems’ principle."
00:01:17.560,00:01:19.080,10月1号国庆节时候,00:01:17.560,00:01:20.360,"On Oct 1st, She was at Tiananmen Square
to attend the National Day ceremony."
00:01:19.080,00:01:20.360,他还在天安门,,,
00:01:20.360,00:01:22.400,我看着记者对他采访,00:01:20.600,00:01:22.520,I saw an interview of her.
00:01:22.440,00:01:23.880,他说很激动,,,
00:01:23.880,00:01:25.080,很感动,00:01:22.660,00:01:26.560,"She said she was so excited and touched.
""Taiwan will return for unification."""
